ensembl.gene.id	X0610	X0687	X1809	X1812	X1938	X1941
PTPRF	3186	3624	5078	4535	7748	2825
BEST4	34	52	39	102	141	29
MOB3C	788	1246	883	1020	821	929
CYP4B1	7	0	25	0	24	1
TMEM61	14	29	21	48	14	5
DMRTB1	0	0	0	0	0	0
LMO4	1970	1536	1839	1673	1954	1713
SYPL2	68	71	88	71	58	64
MTF2	1405	805	1233	1005	1419	1234
SLC44A3	501	448	641	665	807	340
IGSF3	228	340	296	375	468	203
ZNF697	106	489	106	223	81	132
CTTNBP2NL	611	1444	736	1034	695	779
STRIP1	1161	1043	1115	1170	1059	1145
KCNA10	0	0	1	0	0	0
PSMA5	2575	2629	1856	3125	2525	2989
FNDC7	2	0	0	2	2	5
C1orf162	1240	1296	994	1368	1176	1630
CD53	9145	13378	7899	9495	8789	10832
PROK1	2	1	1	0	0	0
ITGA10	121	174	234	219	142	177
GPR161	348	1074	359	628	214	345
ALDH9A1	2420	1674	1462	1485	1820	2050
ATP1B1	4034	5114	2549	4082	4486	2452
TIPRL	1562	1517	988	1276	1096	1261
NME7	279	242	190	275	220	252
POGK	1589	1794	1493	1547	1283	1586
MPC2	1114	874	1081	1311	1388	1019
CREG1	3606	4892	3647	5247	2587	3662
DCAF6	1469	1425	1395	1488	1448	1417
GPA33	2652	3658	2038	3059	4478	1296
RXRG	76	17	64	14	73	32
TBX19	121	108	223	174	257	240
UCK2	566	750	397	689	686	577
TMCO1	2019	2050	1445	2207	1852	1876
XCL1	69	41	35	23	92	119
POU2F1	1253	959	1028	882	1004	898
MAEL	3	5	12	6	9	5
ILDR2	36	37	82	52	98	61
DPT	963	154	721	349	1283	520
MGST3	1447	1526	1825	2538	2107	1549
ADCY10	8	11	17	6	12	5
COP1	1326	1572	931	1140	1092	1178
NECTIN4	38	146	59	81	54	48
UFC1	1793	1463	1840	2282	2308	2273
PPOX	529	268	708	638	756	808
FCGR2A	1337	11435	1012	3448	692	1508
NUF2	548	181	427	466	464	399
RGS5	5416	2393	4070	2927	2820	2693
SDHC	2198	2177	1834	2767	2450	2672
PFDN2	884	1004	766	1241	1101	1002
NR1I3	5	23	5	12	9	7
USP21	1040	552	1135	993	1099	1174
F13B	0	0	0	0	0	0
FCRL5	2290	818	5191	3845	2353	2502
METTL25B	604	532	852	787	838	782
MRPL24	968	818	776	1110	1027	1045
PIGM	702	715	520	633	523	612
CASQ1	58	34	68	15	85	85
ISG20L2	1270	1303	914	1106	970	1125
CRABP2	57	131	79	98	76	88
HDGF	5461	5718	4579	6812	5946	5839
ABL2	650	1356	569	888	481	690
XPR1	674	1106	510	701	552	679
RGS16	786	972	474	761	857	654
TOR1AIP1	2148	2697	1622	1613	1385	1867
FAM163A	150	76	102	34	174	94
HMCN1	175	166	160	143	84	73
RGL1	1572	2173	1481	2058	1107	1918
LYPLAL1	605	305	518	384	627	529
LHX9	1	4	0	0	2	2
PRUNE1	630	506	592	554	578	640
RORC	205	342	276	389	296	282
TUFT1	293	400	341	398	445	183
SF3B4	1905	1911	1414	1846	2033	1886
ECM1	415	1075	340	868	386	484
ZNF687	971	977	978	955	1085	1164
TARS2	898	562	766	798	856	959
CGN	1072	2231	1270	2261	2979	714
SNX27	1206	1881	1097	1230	955	1047
SETDB1	848	1000	1106	1190	1036	1296
ADAMTSL4	1409	2066	1174	1419	778	1237
MCL1	13799	31870	16888	21316	13233	16447
CTSK	1554	1200	2049	4179	2184	2952
RFX5	2381	1596	2344	2361	2672	3248
PI4KB	2216	2116	2119	2188	2366	2555
PIP5K1A	1599	1954	1608	1523	1542	1772
ANP32E	3386	2063	2087	2710	2630	2765
MINDY1	391	673	579	647	544	489
ANXA9	117	105	90	86	100	111
SELENBP1	3390	1424	4460	3570	7734	3494
CERS2	1757	2184	1360	1834	1164	1502
ENSA	3886	3138	3601	4905	4908	4739
SEMA6C	319	278	447	413	304	342
MRPL9	891	649	886	1067	999	1121
ARNT	1420	1936	1451	1641	1239	1492
POGZ	2343	2141	3022	2314	2611	2454
C1orf56	105	85	156	118	116	98
OAZ3	30	31	27	46	49	56
HORMAD1	15	16	8	13	11	14
GOLPH3L	1044	1056	803	853	937	772
GABPB2	1122	776	988	763	900	950
SYT14	19	5	4	4	6	4
KCNH1	2	8	13	5	2	1
DTL	383	468	336	613	390	450
DYRK3	279	501	183	298	149	186
EIF2D	1447	1105	1493	1535	1732	1671
INTS7	576	617	499	563	474	568
VASH2	225	317	148	236	211	264
TAF1A	236	236	216	245	135	252
SMYD2	879	590	918	1020	874	961
SUSD4	96	27	50	51	90	190
HHIPL2	11	12	21	18	17	10
TP53BP2	953	1617	1010	1224	840	1053
ATP8B2	1975	2103	2091	2320	1994	3268
FLG2	1	0	0	0	2	2
CRNN	0	0	0	0	0	0
ADAM15	3298	3636	2241	3833	2664	3017
JTB	467	373	508	624	674	586
RAB13	555	845	878	1524	1012	1037
S100A8	1248	16941	4128	21211	856	2475
TPM3	15361	17841	9976	17599	13178	16074
NUP210L	23	12	6	10	9	8
SNAPIN	723	592	761	843	800	890
SLC27A3	1049	756	1288	1161	1293	1177
UBAP2L	3995	4672	3219	3918	3240	3968
SLC39A1	24	33	41	57	38	44
HAX1	1589	1308	1424	1786	1868	1937
CREB3L4	262	249	307	285	280	274
EFNA3	30	50	34	39	52	32
AQP10	1	0	0	2	1	2
KCNN3	510	207	599	279	437	245
C1orf43	3614	4233	3445	4458	3727	3896
GATAD2B	2013	1732	1663	1361	1699	1799
RIT1	1026	2740	649	1100	680	894
INTS3	2620	2660	3221	2747	3402	3491
PKLR	6	3	11	11	4	1
HCN3	205	153	284	264	286	221
FLG	0	11	6	26	2	8
ACTA1	2313	2936	1134	1966	1761	2180
C1orf131	624	488	563	646	600	650
GALNT2	2081	4333	1487	2646	1482	1943
TTC13	1170	788	1211	1059	1257	1357
SCCPDH	1092	1045	905	1280	967	939
LYST	1218	2860	1765	2036	1042	1554
MAP3K21	216	245	241	229	263	166
CEP170	1215	2465	1177	1744	961	1290
ACP1	2124	1766	1847	2282	2101	2318
SNAP47	646	472	618	615	700	677
SRP9	6310	5062	4021	5345	4786	5506
NVL	644	543	653	654	678	727
DEGS1	2043	2656	1392	2014	1402	2289
FBXO28	1058	1382	853	904	879	1049
ARF1	9770	12830	7349	11440	8643	8949
LEFTY2	170	208	233	293	331	241
CNIH4	1268	1419	1203	1545	1244	1277
ITPKB	3136	1370	3155	1872	3201	3364
GUK1	3433	3658	3477	5253	4670	4740
CDC42BPA	864	1452	982	1138	993	741
CNIH3	40	17	67	32	44	42
MBOAT2	638	1052	589	680	595	539
PARP1	8717	4166	6831	6126	8174	7812
PSEN2	448	403	421	471	398	438
PYCR2	1353	866	1171	1253	1452	1679
LBR	5017	4272	3708	3669	3796	3872
WNT9A	256	272	288	113	87	87
EPHX1	1329	695	1818	1152	1533	1259
REN	0	5	3	8	0	0
SOX13	606	740	706	650	748	522
ETNK2	83	43	95	68	66	69
PPFIA4	57	63	138	91	85	67
PLEKHA6	1209	1352	1619	1166	1616	832
PTPN7	2819	1491	2000	1999	2778	3107
SYT2	26	21	32	28	39	33
ARL8A	1224	1603	1121	1580	1176	1217
OSR1	571	85	350	147	267	302
PDIA6	6067	7009	2914	5202	3355	4713
RHOB	3615	4260	6525	4896	4857	3710
ATP6V1C2	139	108	84	97	100	123
HNRNPLL	1080	1311	763	1055	795	995
GALM	760	565	710	891	967	974
CAMKMT	123	107	104	123	131	151
ABCG8	16	33	12	14	10	5
EML4	3040	5316	2811	3648	3184	3859
CALM2	13698	11803	10141	12730	12659	12237
CHAC2	184	158	84	207	146	135
RPS27A	21857	11934	24675	24551	32744	30218
WDPCP	203	149	203	184	159	188
VPS54	914	1172	852	883	749	874
REG3G	5	40	2	8	6	1
ASXL2	1185	1385	998	1221	980	1319
ETAA1	543	484	484	473	549	603
SNRPG	1491	1346	1267	2325	1932	1894
ABHD1	20	9	20	12	28	17
TRIM43B	0	0	1	1	0	0
TRIM43	1	0	1	1	0	0
CIAO1	2546	2515	2717	2736	2634	2950
ZNF514	720	551	1156	1025	884	907
SNRNP200	4983	5385	5820	6663	5909	6388
ANKRD53	39	22	43	30	35	20
TPRKB	635	528	608	781	724	764
NAT8	0	1	0	0	2	0
EXOC6B	388	572	398	457	380	370
SFXN5	560	612	541	733	692	614
TEX261	1721	1562	1594	1769	1463	1645
DQX1	155	232	185	332	343	124
DUSP11	739	634	595	695	653	751
ST6GAL2	39	40	26	17	37	39
NPHP1	114	89	128	104	80	103
MALL	1575	3170	883	1800	2097	904
THNSL2	36	19	724	668	33	21
RALB	2221	5379	1669	3140	1539	1982
TMEM177	177	135	147	242	267	203
NT5DC4	90	38	33	38	132	83
RABL2A	1380	855	1260	1143	1306	1473
SLC20A1	3063	4701	2787	3879	5079	3528
FBLN7	115	68	150	226	225	273
ZC3H8	726	441	521	516	637	699
LIPT1	217	133	183	153	189	203
CNGA3	31	26	32	18	28	17
FAHD2B	397	219	469	499	561	476
LYG1	66	43	52	42	46	57
AFF3	1043	339	1381	905	1018	1036
NXPH2	7	5	5	4	5	1
SPOPL	938	1618	926	1021	762	884
THSD7B	4	2	6	6	10	3
GPR17	40	56	83	64	245	398
POLR2D	993	932	674	803	795	858
AMMECR1L	792	1056	881	929	879	974
GALNT13	23	25	11	8	14	10
PKP4	1126	1566	1388	1570	1084	1271
SCN1A	15	5	18	12	9	11
SLC4A10	69	99	61	55	82	70
SCRN3	490	522	396	473	381	489
LNPK	958	963	691	827	697	713
ZNF385B	45	8	39	4	53	19
TMEFF2	32	13	26	7	64	18
CDCA7	2371	677	1796	1080	2152	1349
DLX1	36	14	15	9	16	13
UBR3	912	1208	795	1045	726	849
PHOSPHO2	41	36	40	46	57	32
GULP1	448	613	377	363	351	270
HSPD1	11076	11436	6519	9089	6830	8268
CCDC150	96	62	103	118	118	114
METTL21A	527	338	388	357	529	502
UNC80	25	26	18	14	36	18
PTH2R	3	4	3	0	4	5
CPO	6	10	5	10	3	4
NBEAL1	120	156	114	256	142	79
KANSL1L	421	551	517	419	357	447
SPAG16	332	221	309	282	364	283
ABCA12	2	1	2	3	2	2
SUMF1	668	676	629	928	730	705
NYAP2	5	6	3	6	5	2
RHBDD1	877	855	749	774	729	885
ACKR3	549	670	305	530	324	359
TRPM8	5	0	3	2	4	0
HES6	303	285	351	485	469	318
ESPNL	56	25	108	57	80	78
ANKMY1	413	247	561	490	602	630
COPS7B	1229	750	1120	1183	1434	1370
DIS3L2	685	562	516	598	684	726
CPNE9	16	9	13	10	14	17
FANCD2	655	417	890	954	900	1002
TAMM41	405	282	366	303	506	577
VGLL4	964	1031	912	922	771	742
RAB5A	1672	2963	1201	1609	1149	1402
RETREG2	2140	2060	2431	2547	2683	2333
CTDSP1	4074	3555	3843	3753	4639	3942
CNOT9	1852	1773	1352	1701	1653	1882
STK11IP	882	762	923	1027	1210	1252
GMPPA	1186	1274	1154	1809	1423	1491
EAF1	543	1167	565	644	541	565
CNTN4	250	89	214	98	195	158
DYNC1LI1	1172	1428	881	1253	876	1290
RBMS3	782	456	599	268	430	398
GADL1	16	17	4	24	8	9
OSBPL10	996	834	1253	891	995	847
POMGNT2	365	237	294	258	281	287
ACKR2	53	104	34	54	69	45
CSRNP1	1168	4532	1249	1347	1138	1156
SLC25A38	1129	748	1310	1233	1582	1377
ITGA9	352	579	301	669	374	520
SLC22A14	2	5	11	10	5	3
GOLGA4	2426	3470	1847	2493	1669	1844
CTDSPL	932	948	1013	954	1110	676
STAC	65	111	61	40	28	50
IQSEC1	2568	4566	3462	3370	2986	3561
CAND2	157	68	142	86	130	116
RPL32	20467	10750	21914	21341	31193	26905
PTPRG	832	1359	577	669	341	374
IL17RD	261	181	268	173	145	113
SLC25A26	420	260	500	517	584	534
UBA3	1943	1947	1467	1926	1612	2202
ARL6IP5	4993	5451	3668	4832	4081	5568
LRIG1	1753	2377	2686	2287	2017	2098
LRTM1	1	0	1	0	2	0
LIMD1	556	506	717	941	609	643
NFKBIZ	1712	7162	2233	4249	1692	2586
COL8A1	459	1646	487	978	178	223
NXPE3	1012	607	922	811	858	1017
ADGRG7	56	135	65	94	88	31
MYH15	29	37	32	27	53	14
PHLDB2	1572	1895	1437	1575	778	1029
ABHD10	994	645	810	893	901	978
TAGLN3	115	52	68	48	87	48
PLA1A	102	41	72	56	117	85
RABL3	762	875	536	651	521	660
ADPRH	619	583	574	521	592	623
IGSF11	39	10	40	21	46	32
ATG3	2107	3331	1463	2330	1780	2191
NR1I2	213	405	329	574	611	183
BOC	1071	795	962	909	557	680
SRPRB	1382	1541	678	1370	971	1061
TMEM108	103	63	65	64	90	105
AGTR1	85	42	99	42	77	65
MED12L	57	18	54	12	29	31
EIF2A	2855	2521	2194	2604	2229	2704
ALDH1L1	103	297	297	572	390	208
TRPC1	179	187	252	218	178	198
NCEH1	694	1005	601	738	627	713
FAM86B2	74	122	95	78	91	70
LPP	12563	11123	6544	6560	6119	5657
TMEM44	278	349	378	448	541	339
RUBCN	252	557	609	546	434	551
AMT	18	14	23	30	35	38
TCTA	913	727	922	1059	880	860
NICN1	0	0	0	0	0	0
DCAF1	991	1104	1121	1205	1056	1315
MANF	2399	2808	1099	2637	1815	2018
STXBP5L	12	10	10	1	8	5
EAF2	724	198	509	387	731	586
ILDR1	124	108	206	149	212	93
MUC4	2109	10356	3743	9582	3159	2619
SLIT2	734	720	477	409	410	357
EIF2B5	2028	1702	1962	2177	2421	2710
AHSG	0	0	0	0	0	0
ECE2	5	0	1	3	4	3
VWA5B2	25	24	41	11	14	12
FIP1L1	598	460	502	562	577	585
SLC26A1	133	95	114	98	110	148
LYAR	885	795	543	949	717	884
CENPC	871	528	791	782	839	974
EPHA5	22	10	20	4	10	3
CORIN	15	17	18	16	9	14
ATP10D	732	770	898	740	567	732
OCIAD2	807	668	808	1265	1469	1046
SLC10A6	8	14	6	9	5	4
SCD5	326	224	273	171	209	170
PLAC8	1668	2858	1217	3135	2639	2344
ENOPH1	1204	970	700	974	846	1006
GC	0	0	1	0	0	0
TRMT10A	232	247	137	183	132	163
KLHL8	472	915	549	754	475	545
SNCA	222	190	128	147	160	105
TBCK	642	501	648	631	561	694
CAMK2D	1998	1678	1741	1583	1821	1968
CISD2	1078	982	607	943	765	714
ANK2	1191	526	835	537	928	821
SPATA5	285	290	145	206	165	214
FABP2	143	201	82	198	428	119
CCNA2	1023	564	733	1071	757	763
METTL14	860	750	743	744	773	934
USP53	1055	1493	1573	1438	1051	663
SETD7	1630	2609	1834	1792	1201	1295
NAF1	299	300	264	241	229	259
MARCHF1	1390	1324	1654	1516	1270	1856
SFRP2	1817	1056	1698	2725	508	1914
RPS3A	23845	11978	23695	22995	30047	29514
RNF175	61	192	76	112	59	70
PDGFC	475	546	442	326	297	253
CBR4	722	590	682	680	740	768
GLRA3	5	6	28	6	18	18
CYP4V2	774	792	867	801	573	539
ROPN1L	13	34	14	29	10	15
NDUFS6	1353	1219	1291	2093	2038	1749
MARCHF6	3778	3908	4502	4443	3871	4051
NKD2	163	46	68	58	104	125
CDH18	4	1	1	1	5	1
SRD5A1	348	331	329	372	409	386
MYO10	627	1884	904	1660	917	575
OTULINL	963	1301	706	969	915	1055
RPL37	16247	9270	17683	17831	23853	20411
SKP2	746	550	598	585	505	568
OSMR	1807	4350	1185	2223	864	1499
UGT3A1	1	0	0	0	0	0
PLK2	603	1138	536	1073	624	579
SHISAL2B	1	1	0	1	0	0
GZMA	449	327	252	191	243	288
PIK3R1	1947	1636	2135	1698	1606	1774
HAPLN1	130	125	56	25	45	16
LHFPL2	1406	3534	1417	2586	1339	1070
SSBP2	1410	531	1371	727	1033	896
BHMT	17	17	11	22	6	9
ANKRD31	8	3	5	6	10	12
IQGAP2	1189	1888	1153	1710	1126	1162
CRHBP	43	12	70	21	90	35
RASA1	1031	1187	1052	1109	845	1223
LIX1	53	13	43	19	26	17
GIN1	226	185	200	183	196	239
PPIP5K2	1433	1770	1291	1573	1191	1526
PAM	2308	2298	2235	2077	1837	1922
BDP1	1004	1079	755	957	801	969
GTF2H2	1866	2034	1265	1537	1430	1654
SLC30A5	1441	1734	957	1190	1012	1203
BTF3	10545	7489	11139	11638	13866	13384
FBXL17	665	753	621	579	676	702
SPATA9	16	12	10	15	12	17
TSLP	79	66	58	51	60	66
TNFAIP8	3377	2359	2813	2883	3131	4176
FEM1C	826	1412	711	794	684	720
COMMD10	592	456	467	551	431	563
ATG12	1704	1753	1506	1558	1513	1796
MEGF10	33	4	41	12	30	18
ADAMTS19	35	10	11	5	15	10
YIPF5	1340	1958	773	1140	846	1074
ARHGAP26	1405	3592	1360	2554	1290	1177
CXCL14	3934	1259	4097	1489	8829	7237
LECT2	0	0	0	0	0	0
SLC25A48	11	18	14	24	22	13
DDX46	2668	2646	2154	2715	2197	2762
IL9	0	0	0	0	0	0
TIMD4	742	31	479	164	424	345
RNF145	2867	5294	2913	3936	2641	3164
C1QTNF2	95	45	78	63	102	56
GABRA6	0	0	0	0	0	0
GABRB2	33	10	6	13	8	7
FBXO38	1072	1366	1131	1319	1077	1227
PCYOX1L	729	412	755	770	1152	1201
GLRA1	0	2	0	1	0	0
TNIP1	4374	11034	4268	5919	5078	5004
G3BP1	5611	6022	3134	4209	3836	4629
ZNF300	188	214	207	235	211	249
N4BP3	366	211	326	216	380	342
NHP2	971	814	716	1071	1034	1140
RMND5B	1053	723	1050	1042	1313	1196
BOD1	897	693	909	983	878	955
CPLX2	228	98	85	34	122	62
TENM2	36	15	52	17	71	18
KCNMB1	741	1092	973	1158	599	859
FAM50B	270	135	306	262	319	295
MYLK4	40	29	50	31	89	105
FAM217A	0	1	2	2	1	0
TBC1D7	234	382	268	474	266	284
FARS2	369	275	290	380	357	385
GFOD1	569	437	522	453	537	410
CDKAL1	503	442	369	362	371	391
PSD2	10	4	20	6	14	7
LRRTM2	23	27	25	11	33	14
ZMAT2	1934	1686	1731	2286	2377	2293
GFRA3	96	51	66	35	95	57
KLHL3	402	459	538	487	463	545
DCDC2	5	7	1	4	4	2
SLC17A4	175	177	236	321	926	66
H2BC1	0	0	0	0	0	0
KAAG1	1	0	0	0	0	0
TRIM7	82	99	65	90	65	79
TRIM41	1663	1272	1762	1903	2128	2215
HIGD2A	865	691	1107	1319	1726	1444
FAM193B	2715	2303	3505	3389	3764	3639
PLA2G7	564	1928	449	1135	309	761
RNF44	5283	2861	4463	3826	5148	5938
MMUT	916	891	1092	1271	914	914
DOK3	2789	4131	1855	2391	2830	2760
PPP1R18	6437	8257	4840	5684	5798	6834
DAAM2	924	1200	1003	1135	656	775
PRIM2	472	327	254	306	288	397
MLIP	6	7	12	6	3	4
HMGCLL1	36	9	29	16	38	26
LGSN	6	5	4	16	5	0
FGD2	2099	1685	3099	3154	2782	4544
SCUBE3	157	289	275	347	98	90
ANO7	257	309	246	302	585	195
CRIP3	275	31	277	179	371	293
TTBK1	64	39	54	57	42	46
TCTE1	5	1	2	0	5	3
RPL7L1	3554	4101	2391	3250	2612	3159
NFKBIE	996	1479	880	1055	1387	1250
CYP39A1	101	39	130	66	112	64
TPBG	423	669	411	699	310	401
IRAK1BP1	136	86	121	127	95	107
PHIP	2751	2334	2172	1902	1923	1960
PRSS35	16	8	19	16	25	21
MMS22L	406	362	367	394	315	367
FAXC	102	182	140	175	73	78
GABRR1	2	1	4	3	1	1
PNRC1	4896	9351	5213	4650	4232	4955
PM20D2	1267	917	1078	808	840	825
RARS2	1016	910	872	1002	962	1028
SCML4	507	138	627	453	612	996
TBC1D32	121	109	127	109	137	109
GPR6	0	0	0	0	0	0
RNF217	369	608	355	404	365	404
RSPO3	1053	1768	941	857	951	857
TAAR2	0	0	0	0	10	0
TAAR6	0	0	0	0	10	0
TAAR8	0	0	0	0	10	0
ABRACL	1715	1333	1209	1992	1219	1992
TAAR1	1	3	1	8	11	8
SLC18B1	617	465	711	646	721	646
MTFR2	136	90	103	185	113	185
SLC2A12	13	17	32	16	42	16
SHPRH	155	220	197	197	207	197
AIG1	544	363	517	468	527	468
DYNLT1	1395	1959	1337	2078	1347	2078
TIAM2	190	166	246	169	256	169
TMEM181	1339	2280	1293	1807	1303	1807
PNLDC1	13	8	11	9	21	9
WTAP	3647	5840	2874	3769	2884	3769
ZMYM4	1319	1337	1377	1407	1235	1410
VIP	2308	3329	1202	1789	1212	1789
ARMT1	980	1301	610	833	620	833
SLC22A3	294	331	224	249	234	249
VWDE	12	6	24	14	34	14
GNA12	2091	2779	1856	2280	1866	2280
C7orf50	938	677	1030	1181	1040	1181
SDK1	570	750	436	613	446	613
CCZ1B	2353	2246	1703	2149	1713	2149
C7orf26	1166	829	1082	1079	1092	1079
RBAK	684	613	573	559	583	559
CREB5	247	1591	167	633	177	271
FERD3L	0	0	2	0	12	0
EGFR	839	1240	897	848	907	613
CDCA5	715	437	735	1175	715	437
IGFBP3	3259	2630	3562	1625	3572	2111
PURB	1910	2469	1464	1768	1474	1711
IGFBP1	2	2	0	0	10	0
SSC4D	9	6	3	15	7	12
MDH2	3698	3425	3417	4608	4578	4140
NIPSNAP2	1837	1340	1612	1569	1622	1444
CCT6A	5695	6421	3510	5605	3520	5307
PSPH	378	252	195	181	205	175
TRIM50	19	6	53	32	33	28
ZNF92	648	421	552	495	370	496
ATXN7L1	280	312	410	451	360	476
TMEM168	1426	1465	1131	1281	1391	1324
ASB15	0	0	0	1	1	1
TRAPPC14	1124	849	1200	1467	1709	1596
SLC12A9	2323	2873	2507	3466	2409	3007
GIGYF1	4035	2919	4799	4202	4679	4529
TRIM4	1156	892	1021	981	987	1097
MEPCE	1639	1348	1609	1475	1913	1764
ZAN	1	2	0	0	0	0
TMEM209	630	627	367	459	414	508
AGBL3	107	66	112	89	89	128
STRA8	1	1	0	0	0	1
ZC3HAV1L	10	73	33	50	21	21
TMEM140	338	1372	506	505	413	407
TLK2	1226	1302	1204	1254	1128	1098
EPHA1	469	296	307	348	564	675
NOM1	920	969	749	885	771	949
CNPY1	0	1	0	0	0	0
NCAPG2	747	636	720	1078	825	912
ASB10	0	0	0	0	0	1
NLGN4X	280	254	193	196	189	178
SHROOM2	104	153	163	152	199	99
RAB19	49	79	44	46	32	25
LUC7L2	1295	1030	1228	1192	1417	1412
DENND2A	296	191	313	241	286	197
CLTRN	3	3	8	5	9	6
SH3KBP1	4128	3605	3494	3489	4313	4120
TMEM47	628	1264	666	585	520	635
LANCL3	39	46	25	48	90	24
SYTL5	43	218	19	96	54	35
CASK	940	1174	956	838	1050	791
KDM6A	671	970	844	814	1245	1398
SPIN2A	230	105	214	204	246	239
MSN	17186	29445	11276	18869	12655	19631
AKAP4	0	2	0	0	0	0
CCNB3	1	6	8	12	5	5
HDAC8	283	233	337	393	373	323
DIPK2B	644	778	646	695	627	836
ZNF157	4	6	5	10	4	12
ZNF182	413	313	475	435	507	539
CHST7	149	240	135	207	130	146
KRBOX4	492	337	453	438	415	523
NDUFB11	1381	901	1585	1931	2475	2045
ZNF41	453	534	456	456	445	494
RAB41	8	1	12	14	9	17
ZMYM3	969	797	1563	1138	1309	1371
TAF1	1414	1318	1642	1657	1467	1737
GPR174	831	370	732	569	803	1191
NONO	9249	8121	7255	8586	8202	9098
CCDC120	391	346	410	332	389	371
LPAR4	27	12	38	17	30	22
EBP	260	264	304	541	405	349
AWAT2	1	1	2	2	1	1
OGT	8057	5670	10414	9226	9556	10711
SNX12	1182	1234	921	1304	1173	1233
ITGB1BP2	48	69	57	66	71	86
IL2RG	1397	1366	1306	1191	2375	1898
GCNA	166	143	186	151	178	225
ZNF711	258	182	267	175	266	216
CPXCR1	0	0	0	0	0	0
DIAPH2	707	1101	584	650	505	605
RIPPLY1	2	3	1	2	1	1
PRPS1	1515	1048	1067	1343	1317	1553
RADX	120	46	157	120	142	144
FRMPD3	124	58	198	97	117	102
DOCK11	1446	1528	1477	1707	1203	1830
IGSF1	54	12	46	12	46	12
ARHGAP36	2	0	0	1	0	1
GPC3	210	104	127	104	127	104
GPR119	0	1	0	0	0	0
RBMX	7451	5535	6481	6386	6481	6386
MCPH1	620	517	447	472	480	510
MFHAS1	1292	1225	1154	1085	1290	1159
FBXO25	749	502	784	721	876	847
MAGEA4	0	0	0	0	0	0
NSDHL	436	547	310	583	310	583
ZNF185	380	740	462	686	462	686
CETN2	759	630	691	834	691	834
RPL10	36067	20431	40238	38449	40238	38449
CSGALNACT1	477	1044	515	576	432	677
ATP6V1B2	3108	11372	2764	5648	2958	4446
CCDC25	1085	987	869	1148	1065	1172
HMBOX1	580	397	618	493	630	545
CHRNB3	5	0	0	1	2	0
CHRNA6	6	4	3	6	4	11
GNRH1	128	77	157	107	110	114
BIN3	465	504	415	614	532	509
SLC25A37	1458	13891	2468	7671	1775	1774
CHMP7	3163	1806	2945	2691	3558	3800
DOCK5	612	3391	915	1932	891	730
STAR	64	41	72	58	59	71
PLPBP	2011	1881	1292	1509	1398	1560
ERLIN2	1147	1537	1094	1235	1059	1185
SNTG1	9	1	4	3	7	2
PXDNL	13	7	22	7	30	22
ST18	20	21	16	13	21	12
RGS20	3	11	3	6	4	2
TACC1	5009	5122	4323	4224	3893	4234
GOLGA7	484	582	403	545	399	499
PLPP5	1604	1407	2269	2058	1446	1499
GINS4	223	176	144	262	205	268
NSD3	2443	1955	2695	2470	2365	2504
DNAJC5B	61	24	91	61	63	63
TRIM55	3	3	6	2	7	4
ADHFE1	66	25	232	94	142	124
MRPS28	160	143	136	239	186	203
PMP2	208	60	28	48	79	63
LACTB2	323	261	213	330	278	297
PRDM14	0	0	0	0	0	0
TERF1	917	825	644	720	675	765
RPL7	31555	19525	32328	33701	40955	38245
SLC26A7	26	3	73	8	26	7
PSKH2	0	1	0	0	0	1
ATP6V0D2	49	28	86	18	51	24
SYBU	455	175	584	218	467	272
MTDH	4892	5497	3066	4365	3251	3975
LRP12	223	679	193	302	200	206
EBAG9	777	542	645	623	694	828
RSPO2	81	49	82	38	48	37
POLR2K	1264	964	982	1182	1164	1246
MAL2	962	2264	831	1539	1614	592
NDUFB9	1473	1237	1549	2117	2016	1743
TATDN1	468	402	387	446	424	478
FAM83A	1	101	2	56	2	7
FAM135B	22	44	20	13	25	12
ZNF7	616	467	525	583	641	639
ARHGAP39	264	247	249	204	277	165
SLC39A4	543	428	1018	2269	954	378
NAPRT	468	763	957	1296	1092	857
VLDLR	487	583	274	269	259	223
AK3	2452	1696	1740	1692	1907	1649
UHRF2	2063	1496	2379	2094	2143	2310
NFIB	2042	1899	1325	1225	1331	1019
CER1	0	1	0	0	3	1
PLIN2	1219	2707	1762	2666	973	1075
IFNA5	0	0	1	0	0	1
CDKN2B	434	659	433	675	719	206
IFNA16	0	0	0	0	1	0
CDKN2A	60	24	76	63	106	114
C9orf72	587	2150	874	1188	502	890
ZCCHC7	1308	630	1257	800	1315	1209
FBXO10	308	129	391	274	342	241
SIGMAR1	1116	1035	860	1387	1013	1143
CBWD5	3283	2566	2755	3235	3050	3256
CEP78	881	646	639	762	585	769
NTRK2	338	92	420	73	701	210
IDNK	158	84	176	182	227	195
AUH	332	267	397	468	467	354
MFSD14B	2074	2457	1332	1938	1382	1645
AOPEP	871	1003	946	1038	735	817
PLPPR1	2	2	1	1	7	3
OR13C4	0	0	0	0	0	0
INIP	1113	996	679	794	846	967
UGCG	3460	3646	2167	2862	2325	3053
ACTL7B	0	0	0	0	0	0
STOM	6949	9175	3471	5007	2676	3812
GSN	11468	8948	12424	10156	11263	10031
MRRF	1055	875	868	1025	1025	1151
NR6A1	91	171	148	143	174	107
CRB2	232	77	205	87	305	153
OR5C1	0	0	0	0	0	0
ALAD	1481	937	1694	1620	1783	1684
ASTN2	159	76	130	70	175	117
WDR31	45	73	81	76	65	55
POLE3	1950	1594	1374	1751	1631	2002
SURF4	5701	8973	3371	6626	4042	4635
